Judul Masakan,Waktu Masak,Tingkat Kesulitan,Jumlah Porsi,Bahan-bahan,URL Sumber,Bahan-bahan_cleaned,Bahan-bahan_cleaned_nostop,bahan-bahan_fix,Waktu Masak (menit),Jumlah Porsi (int),Tingkat Kesulitan (ordinal),bahan_list,asam jawa,bawang,bawang merah,bawang putih,cabai,cabai hijau,cabai merah,cabai rawit,cengkih,cuka,daging ayam,daging kambing,daging sapi,daun bawang,daun jeruk,daun salam,garam,gula,gula merah,gula pasir,ikan,jagung,jahe,jamur,jeruk nipis,kacang,kaldu ayam,kaldu sapi,kayu manis,kecap manis,kemangi,kemiri,kencur,ketumbar,kol,kunyit,lengkuas,limau,merica,santan,seledri,serai,tahu,telur,tempe,tomat,udang,wijen,wortel
"Resep Rendang Manis, Pilihan Memasak Tepat Saat Berakhir Pekan",2jam,Sedang,4 Porsi,"1 kg daging sapi, potong dadu, 1.5 l santan kental, 1 lembar daun kunyit, 1 ruas lengkuas, 50 mlBango Kecap Manis, garam, secukupnya, 5 lembar daun jeruk, 100 g cabai merah, 100 g bawang merah, 4 siung bawang putih, 1 ruas jahe",https://www.masakapahariini.com/resep/resep-rendang-manis/,"['kg', 'daging', 'sapi', 'potong', 'dadu', 'l', 'santan', 'kental', 'lembar', 'daun', 'kunyit', 'ruas', 'lengkuas', 'mlbango', 'kecap', 'manis', 'garam', 'secukupnya', 'lembar', 'daun', 'jeruk', 'g', 'cabai', 'merah', 'g', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'ruas', 'jahe']","['daging', 'sapi', 'santan', 'daun', 'kunyit', 'lengkuas', 'kecap', 'manis', 'garam', 'daun', 'jeruk', 'cabai', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'jahe']","bawang putih, bawang merah, kecap manis, cabai merah, daun jeruk, daging sapi, garam, jahe, lengkuas, santan, kunyit",120,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'daging sapi', 'garam', 'jahe', 'lengkuas', 'santan', 'kunyit']",0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Resep Peyek Kacang Hijau Pedas, Bawaannya Ingin Tambah Terus",1jam,Sedang,6 Porsi,"100 g kacang hijau, rendam 3 jam, cuci bersih, 200 g tepung beras, 2 sdm tepung maizena, 3 buah cabai rawit merah, cincang halus, 1 sdmRoyco Kaldu Ayam, 6 lembar daun jeruk, iris tipis, 350 ml air, minyak, untuk menggoreng, 3 siung bawang putih, 5 butir kemiri, 3 buah cabai rawit merah, 1 buah cabai merah besar, 1 sdm ketumbar, 1 cm kencur",https://www.masakapahariini.com/resep/resep-peyek-kacang-hijau-pedas/,"['g', 'kacang', 'hijau', 'rendam', 'jam', 'cuci', 'bersih', 'g', 'tepung', 'beras', 'sdm', 'tepung', 'maizena', 'buah', 'cabai', 'rawit', 'merah', 'cincang', 'halus', 'sdmroyco', 'kaldu', 'ayam', 'lembar', 'daun', 'jeruk', 'iris', 'tipis', 'ml', 'air', 'minyak', 'untuk', 'menggoreng', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'buah', 'cabai', 'rawit', 'merah', 'buah', 'cabai', 'merah', 'besar', 'sdm', 'ketumbar', 'cm', 'kencur']","['kacang', 'hijau', 'jam', 'tepung', 'beras', 'tepung', 'maizena', 'cabai', 'rawit', 'merah', 'kaldu', 'ayam', 'daun', 'jeruk', 'minyak', 'bawang', 'putih', 'kemiri', 'cabai', 'rawit', 'merah', 'cabai', 'merah', 'ketumbar', 'kencur']","bawang putih, kaldu ayam, cabai merah, cabai rawit, daun jeruk, kemiri, ketumbar, kacang, kencur",60,6,2.0,"['bawang putih', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'kemiri', 'ketumbar', 'kacang', 'kencur']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resep Semur Ikan Patin Goreng, Menu Baru Spesial untuk Keluarga",50mnt,Mudah,4 Porsi,"500 g ikan patin, potong jadi 4 bagaian, lumuri dengan jeruk nipis dan garam, goreng matang hingga berkulit, 3 butir cengkih, memarkan, 750 ml air, 5 sdmBango Kecap Manis, 1 sdt garam, 1 sdt pala bubuk, 1 lembar daun kunyit, 2 sdt merica putih bubuk, 2 sdm minyak, untuk menumis, 8 butir bawang merah, 3 siung bawang putih, 2 cm lengkuas, 2 cm jahe, 1 batang serai, ½ sdt ketumbar",https://www.masakapahariini.com/resep/resep-semur-ikan-patin-goreng/,"['g', 'ikan', 'patin', 'potong', 'jadi', 'bagaian', 'lumuri', 'dengan', 'jeruk', 'nipis', 'dan', 'garam', 'goreng', 'matang', 'hingga', 'berkulit', 'butir', 'cengkih', 'memarkan', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdt', 'garam', 'sdt', 'pala', 'bubuk', 'lembar', 'daun', 'kunyit', 'sdt', 'merica', 'putih', 'bubuk', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'lengkuas', 'cm', 'jahe', 'batang', 'serai', 'sdt', 'ketumbar']","['ikan', 'patin', 'jadi', 'bagaian', 'lumuri', 'jeruk', 'nipis', 'garam', 'goreng', 'berkulit', 'cengkih', 'kecap', 'manis', 'garam', 'pala', 'daun', 'kunyit', 'merica', 'putih', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'lengkuas', 'jahe', 'serai', 'ketumbar']","bawang putih, bawang merah, kecap manis, jeruk nipis, garam, merica, serai, jahe, lengkuas, ketumbar, kunyit, ikan, cengkih",50,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'jeruk nipis', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'ketumbar', 'kunyit', 'ikan', 'cengkih']",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Resep Soto Ayam Crispy, Hidangan Klasik dengan Twist yang Seru",1jam,Sedang,4 Porsi,"1.5 l air, 1 sdtRoyco Kaldu Ayam, 1 lembar daun salam, 2 cm lengkuas, memarkan, 1 buah lobak, iris 1 cm, garam, secukupnya, merica, secukupnya, minyak goreng, 250 gr dada ayam, potong dengan lebar 1 cm, 100 gr tepung, 1 bungkusRoyco Kaldu Ayam",https://www.masakapahariini.com/resep/resep-soto-ayam-crispy/,"['l', 'air', 'sdtroyco', 'kaldu', 'ayam', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'buah', 'lobak', 'iris', 'cm', 'garam', 'secukupnya', 'merica', 'secukupnya', 'minyak', 'goreng', 'gr', 'dada', 'ayam', 'potong', 'dengan', 'lebar', 'cm', 'gr', 'tepung', 'bungkusroyco', 'kaldu', 'ayam']","['kaldu', 'ayam', 'daun', 'salam', 'lengkuas', 'lobak', 'garam', 'merica', 'minyak', 'goreng', 'gr', 'dada', 'ayam', 'lebar', 'gr', 'tepung', 'kaldu', 'ayam']","kaldu ayam, daun salam, garam, merica, lengkuas",60,4,2.0,"['kaldu ayam', 'daun salam', 'garam', 'merica', 'lengkuas']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Semur Lidah Kentang, Sajian Istimewa Untuk Arisan Keluarga",1j 30mnt,Sedang,6 Porsi,"900 g lidah sapi, rebus setengah matang, potong setebal 1 cm, 300 g kentang, potong dadu, goreng hingga berkulit, 250 g tahu putih, potong dadu, goreng hingga berkulit, 6 sdmBango Kecap Manis, 5 butir cengkeh, memarkan, 2 cm kayu manis, 2 sdm saus tomat, 1 sdm kecap Inggris, 1 sdt garam, 2 sdm margarin, untuk menumis, ½ sdt merica putih bubuk, ½ sdt pala bubuk, 1000 ml air, 10 butir bawang merah, 4 siung bawang putih, 5 butir kemiri, disangrai, 2 cm jahe",https://www.masakapahariini.com/resep/resep-semur-lidah-kentang/,"['g', 'lidah', 'sapi', 'rebus', 'setengah', 'matang', 'potong', 'setebal', 'cm', 'g', 'kentang', 'potong', 'dadu', 'goreng', 'hingga', 'berkulit', 'g', 'tahu', 'putih', 'potong', 'dadu', 'goreng', 'hingga', 'berkulit', 'sdmbango', 'kecap', 'manis', 'butir', 'cengkeh', 'memarkan', 'cm', 'kayu', 'manis', 'sdm', 'saus', 'tomat', 'sdm', 'kecap', 'inggris', 'sdt', 'garam', 'sdm', 'margarin', 'untuk', 'menumis', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'pala', 'bubuk', 'ml', 'air', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'disangrai', 'cm', 'jahe']","['lidah', 'sapi', 'setebal', 'kentang', 'goreng', 'berkulit', 'tahu', 'putih', 'goreng', 'berkulit', 'kecap', 'manis', 'cengkeh', 'kayu', 'manis', 'saus', 'tomat', 'kecap', 'inggris', 'garam', 'margarin', 'merica', 'putih', 'pala', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'disangrai', 'jahe']","bawang putih, bawang merah, kecap manis, kayu manis, garam, merica, jahe, kemiri, tomat, tahu",90,6,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kayu manis', 'garam', 'merica', 'jahe', 'kemiri', 'tomat', 'tahu']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Resep Ceker Manis Pedas Kemangi, Tambah Terus Tak Mengapa",45mnt,Mudah,2 Porsi,"10 potong ceker ayam, 5 sdmBango Kecap Manis, 3 buah cabai merah besar, iris kasar, 3 buah cabai hijau besar, iris kasar, 2 batang daun kemangi, siangi, 1 sdt gula merah, 2 sdt garam, 2 cm jahe, memarkan, 200 ml air, 2 sdm minyak, untuk menumis, 5 butir bawang merah, 2 siung bawang putih, 10 butir merica putih bubuk",https://www.masakapahariini.com/resep/resep-ceker-manis-pedas-kemangi/,"['potong', 'ceker', 'ayam', 'sdmbango', 'kecap', 'manis', 'buah', 'cabai', 'merah', 'besar', 'iris', 'kasar', 'buah', 'cabai', 'hijau', 'besar', 'iris', 'kasar', 'batang', 'daun', 'kemangi', 'siangi', 'sdt', 'gula', 'merah', 'sdt', 'garam', 'cm', 'jahe', 'memarkan', 'ml', 'air', 'sdm', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'merica', 'putih', 'bubuk']","['ceker', 'ayam', 'kecap', 'manis', 'cabai', 'merah', 'cabai', 'hijau', 'daun', 'kemangi', 'gula', 'merah', 'garam', 'jahe', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'merica', 'putih']","bawang putih, bawang merah, kecap manis, cabai merah, gula merah, cabai hijau, garam, merica, jahe, kemangi",45,2,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'gula merah', 'cabai hijau', 'garam', 'merica', 'jahe', 'kemangi']",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Semur Kentang Tahu, Lauk Sederhana dan Favorit Sepanjang Masa",45mnt,Mudah,3 Porsi,"200 g kentang, kupas, potong dadu 2 cm, goreng hingga berkulit, 1 buah tahu putih, potong dadu, goreng hingga berkulit, 1 buah tomat, potong dadu, 3 butir cengkeh, 3 cm kayu manis, 5 sdmBango Kecap Manis, 3 sdm minyak, untuk menumis, 1 sdt garam, 1 L air, ½ sdt merica putih bubuk, 3 sdt pala bubuk, 8 butir bawang merah, 6 siung bawang putih, 1 sdm ketumbar",https://www.masakapahariini.com/resep/resep-semur-kentang-tahu/,"['g', 'kentang', 'kupas', 'potong', 'dadu', 'cm', 'goreng', 'hingga', 'berkulit', 'buah', 'tahu', 'putih', 'potong', 'dadu', 'goreng', 'hingga', 'berkulit', 'buah', 'tomat', 'potong', 'dadu', 'butir', 'cengkeh', 'cm', 'kayu', 'manis', 'sdmbango', 'kecap', 'manis', 'sdm', 'minyak', 'untuk', 'menumis', 'sdt', 'garam', 'l', 'air', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'pala', 'bubuk', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdm', 'ketumbar']","['kentang', 'goreng', 'berkulit', 'tahu', 'putih', 'goreng', 'berkulit', 'tomat', 'cengkeh', 'kayu', 'manis', 'kecap', 'manis', 'minyak', 'garam', 'merica', 'putih', 'pala', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar']","bawang putih, bawang merah, kecap manis, kayu manis, garam, merica, ketumbar, tomat, tahu",45,3,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kayu manis', 'garam', 'merica', 'ketumbar', 'tomat', 'tahu']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Resep Ayam Tuturuga, Sajian Manado yang Pencinta Pedas Wajib Tahu",1j 30mnt,Mudah,5 Porsi,"800 g ayam, potong 10 bagian, buang kulit, 200 ml susu rendah lemak, 150 ml santan kental, 150 ml air, 6 lembar daun jeruk, 10 buah cabai rawit merah, 1 batang serai, 24 batang kemangi, ambil daun, 2.5 sdtRoyco Kaldu Ayam, 2 sdm minyak, untuk menumis, 15 buah cabai rawit merah, 10 butir bawang merah, 4 siung bawang putih, 4 buah cabai merah besar, 2 butir kemiri, sangrai, 2 cm jahe, 2 cm kunyit, 1 sdt air jeruk nipis, 1 sdm minyak",https://www.masakapahariini.com/resep/resep-ayam-tuturuga/,"['g', 'ayam', 'potong', 'bagian', 'buang', 'kulit', 'ml', 'susu', 'rendah', 'lemak', 'ml', 'santan', 'kental', 'ml', 'air', 'lembar', 'daun', 'jeruk', 'buah', 'cabai', 'rawit', 'merah', 'batang', 'serai', 'batang', 'kemangi', 'ambil', 'daun', 'sdtroyco', 'kaldu', 'ayam', 'sdm', 'minyak', 'untuk', 'menumis', 'buah', 'cabai', 'rawit', 'merah', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'besar', 'butir', 'kemiri', 'sangrai', 'cm', 'jahe', 'cm', 'kunyit', 'sdt', 'air', 'jeruk', 'nipis', 'sdm', 'minyak']","['ayam', 'kulit', 'susu', 'lemak', 'santan', 'daun', 'jeruk', 'cabai', 'rawit', 'merah', 'serai', 'kemangi', 'daun', 'kaldu', 'ayam', 'minyak', 'cabai', 'rawit', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'kemiri', 'jahe', 'kunyit', 'jeruk', 'nipis', 'minyak']","bawang putih, bawang merah, kaldu ayam, cabai merah, cabai rawit, daun jeruk, jeruk nipis, serai, jahe, kemiri, santan, kunyit, kemangi",90,5,1.0,"['bawang putih', 'bawang merah', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun jeruk', 'jeruk nipis', 'serai', 'jahe', 'kemiri', 'santan', 'kunyit', 'kemangi']",0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Resep Sup Buntut Kuah Bening, Menu Spesial untuk Kumpul Keluarga",2jam,Sedang,4 Porsi,"500 g buntut sapi, rebus hingga empuk, tiriskan, 100 g wortel, kupas dan potong bulat, 100 g kentang, kupas dan potong dadu, 1 bungkusRoyco Kaldu Sapi, 1.5 L air, 2 siung bawang putih, memarkan, 1 butir bawang merah, iris tipis, 2 lembar daun jeruk, sobek kasar, 1 batang daun bawang, iris, 2 batang seledri, iris, 1 buah tomat, potong kotak, 1 batang kayu manis, 1 butir pala utuh, 1 sdm garam, 1 sdm gula, 1 sdt merica putih bubuk, 1 sdm minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-sup-buntut-kuah-bening/,"['g', 'buntut', 'sapi', 'rebus', 'hingga', 'empuk', 'tiriskan', 'g', 'wortel', 'kupas', 'dan', 'potong', 'bulat', 'g', 'kentang', 'kupas', 'dan', 'potong', 'dadu', 'bungkusroyco', 'kaldu', 'sapi', 'l', 'air', 'siung', 'bawang', 'putih', 'memarkan', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'lembar', 'daun', 'jeruk', 'sobek', 'kasar', 'batang', 'daun', 'bawang', 'iris', 'batang', 'seledri', 'iris', 'buah', 'tomat', 'potong', 'kotak', 'batang', 'kayu', 'manis', 'butir', 'pala', 'utuh', 'sdm', 'garam', 'sdm', 'gula', 'sdt', 'merica', 'putih', 'bubuk', 'sdm', 'minyak', 'untuk', 'menumis']","['buntut', 'sapi', 'empuk', 'wortel', 'bulat', 'kentang', 'kaldu', 'sapi', 'bawang', 'putih', 'bawang', 'merah', 'daun', 'jeruk', 'sobek', 'daun', 'bawang', 'seledri', 'tomat', 'kayu', 'manis', 'pala', 'garam', 'gula', 'merica', 'putih', 'minyak']","bawang putih, bawang merah, daun jeruk, daun bawang, kaldu sapi, kayu manis, gula, garam, merica, tomat, seledri, wortel",120,4,2.0,"['bawang putih', 'bawang merah', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'kayu manis', 'gula', 'garam', 'merica', 'tomat', 'seledri', 'wortel']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
Resep Mie Aceh Goreng Kambing untuk Sajian Akhir Pekan,1jam,Sedang,4 Porsi,"250 g daging kambing, potong dadu 2 cm, 1 batang serai, memarkan, 3 lembar daun jeruk purut, 2 cm jahe, memarkan, 2 lembar daun salam, 400 g mie basah, seduh air panas, sisihkan, 500 ml air, 3 siung bawang putih, iris tipis, 3 butir bawang merah, iris tipis, 1 buah tomat, potong dadu 2 cm, 75 g tauge, siangi, 4 lembar daun kol, iris kasar, ½ sdt cuka, 1 sdtRoyco Kaldu Sapi, 350 ml kaldu sapi, 1 batang daun bawang, iris tipis, 3 sdm minyak, untuk menumis, 3 sdmBango Kecap Manis, 10 butir bawang merah, 6 siung bawang putih, 6 buah cabai merah, 2 cm kunyit, bakar, 1 buah kapulaga, ¼ sdt jintan bubuk, ½ sdt lada bubuk",https://www.masakapahariini.com/resep/resep-mie-aceh-goreng-kambing/,"['g', 'daging', 'kambing', 'potong', 'dadu', 'cm', 'batang', 'serai', 'memarkan', 'lembar', 'daun', 'jeruk', 'purut', 'cm', 'jahe', 'memarkan', 'lembar', 'daun', 'salam', 'g', 'mie', 'basah', 'seduh', 'air', 'panas', 'sisihkan', 'ml', 'air', 'siung', 'bawang', 'putih', 'iris', 'tipis', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'buah', 'tomat', 'potong', 'dadu', 'cm', 'g', 'tauge', 'siangi', 'lembar', 'daun', 'kol', 'iris', 'kasar', 'sdt', 'cuka', 'sdtroyco', 'kaldu', 'sapi', 'ml', 'kaldu', 'sapi', 'batang', 'daun', 'bawang', 'iris', 'tipis', 'sdm', 'minyak', 'untuk', 'menumis', 'sdmbango', 'kecap', 'manis', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'cm', 'kunyit', 'bakar', 'buah', 'kapulaga', 'sdt', 'jintan', 'bubuk', 'sdt', 'lada', 'bubuk']","['daging', 'kambing', 'serai', 'daun', 'jeruk', 'purut', 'jahe', 'daun', 'salam', 'mie', 'basah', 'sisihkan', 'bawang', 'putih', 'bawang', 'merah', 'tomat', 'tauge', 'daun', 'kol', 'cuka', 'kaldu', 'sapi', 'kaldu', 'sapi', 'daun', 'bawang', 'minyak', 'kecap', 'manis', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'kunyit', 'kapulaga', 'jintan', 'lada']","bawang putih, bawang merah, kecap manis, cabai merah, daun salam, daun jeruk, daun bawang, kaldu sapi, daging kambing, serai, jahe, tomat, kunyit, kol, cuka",60,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun salam', 'daun jeruk', 'daun bawang', 'kaldu sapi', 'daging kambing', 'serai', 'jahe', 'tomat', 'kunyit', 'kol', 'cuka']",0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Resep Kue Lumpur Gurih dengan Topping Tumisan Ayam,1jam,Mudah,25 Porsi,"300 g tepung terigu, 400 ml air, 175 ml santan kental, 175 ml susu rendah lemak, 2 butir telur ayam, 3 sdm minyak, ¼ sdt garam, ½ sdt merica putih bubuk, 1 sdt gula, 1 sdtRoyco Kaldu Ayam, 2 sdtBango Kecap Manis Light, 150 g kentang, kukus, haluskan, 250 g daging ayam cincang, ½ buah bawang bombay, potong dadu kecil, 2 siung bawang putih, cincang halus, 35 g daun seledri, cincang halus, 6 buah cabai rawit merah, iris tipis",https://www.masakapahariini.com/resep/resep-kue-lumpur-gurih/,"['g', 'tepung', 'terigu', 'ml', 'air', 'ml', 'santan', 'kental', 'ml', 'susu', 'rendah', 'lemak', 'butir', 'telur', 'ayam', 'sdm', 'minyak', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'gula', 'sdtroyco', 'kaldu', 'ayam', 'sdtbango', 'kecap', 'manis', 'light', 'g', 'kentang', 'kukus', 'haluskan', 'g', 'daging', 'ayam', 'cincang', 'buah', 'bawang', 'bombay', 'potong', 'dadu', 'kecil', 'siung', 'bawang', 'putih', 'cincang', 'halus', 'g', 'daun', 'seledri', 'cincang', 'halus', 'buah', 'cabai', 'rawit', 'merah', 'iris', 'tipis']","['tepung', 'terigu', 'santan', 'susu', 'lemak', 'telur', 'ayam', 'minyak', 'garam', 'merica', 'putih', 'gula', 'kaldu', 'ayam', 'sdtbango', 'kecap', 'manis', 'kentang', 'kukus', 'daging', 'ayam', 'bawang', 'bawang', 'putih', 'daun', 'seledri', 'cabai', 'rawit', 'merah']","bawang putih, kecap manis, kaldu ayam, cabai rawit, daging ayam, bawang, gula, garam, merica, santan, telur, seledri",60,25,1.0,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'daging ayam', 'bawang', 'gula', 'garam', 'merica', 'santan', 'telur', 'seledri']",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"Resep Gohu Ikan Salad Sayur, Menu Sehat Untuk Dietmu",50mnt,Mudah,4 Porsi,"250 g fillet ikan tuna, potong dadu, 1 sdt garam, 2 sdm minyak, untuk memasak tuna, 60 g kacang tanah kupas, goreng, 10 buah cabai rawit merah, iris tipis, 12 butir bawang merah, iris tipis, 7 sdm minyak kelapa, 2 sdm air jeruk lemon cui, 50 g daun kemangi, iris kasar, 1 sdtRoyco Kaldu Ayam, 200 g daun selada keriting, sobek kasar, 1 buah bawang bombay, iris, 16 buah tomat ceri, belah dua",https://www.masakapahariini.com/resep/resep-salad-sayur-gohu-ikan/,"['g', 'fillet', 'ikan', 'tuna', 'potong', 'dadu', 'sdt', 'garam', 'sdm', 'minyak', 'untuk', 'memasak', 'tuna', 'g', 'kacang', 'tanah', 'kupas', 'goreng', 'buah', 'cabai', 'rawit', 'merah', 'iris', 'tipis', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'sdm', 'minyak', 'kelapa', 'sdm', 'air', 'jeruk', 'lemon', 'cui', 'g', 'daun', 'kemangi', 'iris', 'kasar', 'sdtroyco', 'kaldu', 'ayam', 'g', 'daun', 'selada', 'keriting', 'sobek', 'kasar', 'buah', 'bawang', 'bombay', 'iris', 'buah', 'tomat', 'ceri', 'belah', 'dua']","['ikan', 'tuna', 'garam', 'minyak', 'memasak', 'tuna', 'kacang', 'goreng', 'cabai', 'rawit', 'merah', 'bawang', 'merah', 'minyak', 'kelapa', 'jeruk', 'lemon', 'cui', 'daun', 'kemangi', 'kaldu', 'ayam', 'daun', 'selada', 'keriting', 'sobek', 'bawang', 'tomat', 'ceri']","bawang merah, kaldu ayam, cabai rawit, bawang, garam, tomat, kacang, ikan, kemangi",50,4,1.0,"['bawang merah', 'kaldu ayam', 'cabai rawit', 'bawang', 'garam', 'tomat', 'kacang', 'ikan', 'kemangi']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Resep Soto Gebrak, Menu Segar yang Pas Disajikan Kapan Saja",1j 15mnt,Mudah,4 Porsi,"2 l air, untuk merebus, 500 g daging sapi bagian sandung lamur, potong dadu, 4 sdm minyak, untuk menumis, 5 lembar daun jeruk, 3 lembar daun salam, 3 cm jahe, memarkan, 2 batang serai, memarkan, 2 batang daun bawang, potong 2 cm, 50 g tempe semangit, potong-potong, 8 butir bawang merah, 4 siung bawang putih, 2 sdt ketumbar, 1 sdtRoyco Kaldu Ayam, ½ sdt merica putih, 2 sdm bawang putih goreng, 2 sdm bawang goreng, jeruk nipis, potong-potong, Bango Kecap Manis, sambal rawit merah, 150 g taoge pendek, siangi",https://www.masakapahariini.com/resep/resep-soto-gebrak/,"['l', 'air', 'untuk', 'merebus', 'g', 'daging', 'sapi', 'bagian', 'sandung', 'lamur', 'potong', 'dadu', 'sdm', 'minyak', 'untuk', 'menumis', 'lembar', 'daun', 'jeruk', 'lembar', 'daun', 'salam', 'cm', 'jahe', 'memarkan', 'batang', 'serai', 'memarkan', 'batang', 'daun', 'bawang', 'potong', 'cm', 'g', 'tempe', 'semangit', 'potongpotong', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdt', 'ketumbar', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'merica', 'putih', 'sdm', 'bawang', 'putih', 'goreng', 'sdm', 'bawang', 'goreng', 'jeruk', 'nipis', 'potongpotong', 'bango', 'kecap', 'manis', 'sambal', 'rawit', 'merah', 'g', 'taoge', 'pendek', 'siangi']","['daging', 'sapi', 'sandung', 'lamur', 'minyak', 'daun', 'jeruk', 'daun', 'salam', 'jahe', 'serai', 'daun', 'bawang', 'tempe', 'semangit', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar', 'kaldu', 'ayam', 'merica', 'putih', 'bawang', 'putih', 'goreng', 'bawang', 'goreng', 'jeruk', 'nipis', 'bango', 'kecap', 'manis', 'sambal', 'rawit', 'merah', 'taoge', 'pendek']","bawang putih, bawang merah, kecap manis, kaldu ayam, daun salam, daun jeruk, daun bawang, daging sapi, jeruk nipis, bawang, merica, serai, jahe, ketumbar, tempe",75,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'daun salam', 'daun jeruk', 'daun bawang', 'daging sapi', 'jeruk nipis', 'bawang', 'merica', 'serai', 'jahe', 'ketumbar', 'tempe']",0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
